areaCode,areaName,areaType,date,newDailyNsoDeathsByDeathDate
K02000001,United Kingdom,overview,2020-09-24,34
K02000001,United Kingdom,overview,2020-09-23,58
K02000001,United Kingdom,overview,2020-09-22,39
K02000001,United Kingdom,overview,2020-09-21,30
K02000001,United Kingdom,overview,2020-09-20,40
K02000001,United Kingdom,overview,2020-09-19,25
K02000001,United Kingdom,overview,2020-09-18,30
K02000001,United Kingdom,overview,2020-09-17,38
K02000001,United Kingdom,overview,2020-09-16,31
K02000001,United Kingdom,overview,2020-09-15,26
K02000001,United Kingdom,overview,2020-09-14,21
K02000001,United Kingdom,overview,2020-09-13,20
K02000001,United Kingdom,overview,2020-09-12,23
K02000001,United Kingdom,overview,2020-09-11,20
K02000001,United Kingdom,overview,2020-09-10,16
K02000001,United Kingdom,overview,2020-09-09,14
K02000001,United Kingdom,overview,2020-09-08,16
K02000001,United Kingdom,overview,2020-09-07,24
K02000001,United Kingdom,overview,2020-09-06,13
K02000001,United Kingdom,overview,2020-09-05,14
K02000001,United Kingdom,overview,2020-09-04,15
K02000001,United Kingdom,overview,2020-09-03,9
K02000001,United Kingdom,overview,2020-09-02,15
K02000001,United Kingdom,overview,2020-09-01,11
K02000001,United Kingdom,overview,2020-08-31,18
K02000001,United Kingdom,overview,2020-08-30,11
K02000001,United Kingdom,overview,2020-08-29,8
K02000001,United Kingdom,overview,2020-08-28,12
K02000001,United Kingdom,overview,2020-08-27,12
K02000001,United Kingdom,overview,2020-08-26,16
K02000001,United Kingdom,overview,2020-08-25,22
K02000001,United Kingdom,overview,2020-08-24,10
K02000001,United Kingdom,overview,2020-08-23,17
K02000001,United Kingdom,overview,2020-08-22,12
K02000001,United Kingdom,overview,2020-08-21,10
K02000001,United Kingdom,overview,2020-08-20,16
K02000001,United Kingdom,overview,2020-08-19,13
K02000001,United Kingdom,overview,2020-08-18,15
K02000001,United Kingdom,overview,2020-08-17,21
K02000001,United Kingdom,overview,2020-08-16,15
K02000001,United Kingdom,overview,2020-08-15,23
K02000001,United Kingdom,overview,2020-08-14,18
K02000001,United Kingdom,overview,2020-08-13,23
K02000001,United Kingdom,overview,2020-08-12,24
K02000001,United Kingdom,overview,2020-08-11,20
K02000001,United Kingdom,overview,2020-08-10,25
K02000001,United Kingdom,overview,2020-08-09,19
K02000001,United Kingdom,overview,2020-08-08,22
K02000001,United Kingdom,overview,2020-08-07,24
K02000001,United Kingdom,overview,2020-08-06,21
K02000001,United Kingdom,overview,2020-08-05,13
K02000001,United Kingdom,overview,2020-08-04,27
K02000001,United Kingdom,overview,2020-08-03,23
K02000001,United Kingdom,overview,2020-08-02,17
K02000001,United Kingdom,overview,2020-08-01,20
K02000001,United Kingdom,overview,2020-07-31,31
K02000001,United Kingdom,overview,2020-07-30,17
K02000001,United Kingdom,overview,2020-07-29,28
K02000001,United Kingdom,overview,2020-07-28,26
K02000001,United Kingdom,overview,2020-07-27,18
K02000001,United Kingdom,overview,2020-07-26,32
K02000001,United Kingdom,overview,2020-07-25,23
K02000001,United Kingdom,overview,2020-07-24,19
K02000001,United Kingdom,overview,2020-07-23,36
K02000001,United Kingdom,overview,2020-07-22,34
K02000001,United Kingdom,overview,2020-07-21,31
K02000001,United Kingdom,overview,2020-07-20,31
K02000001,United Kingdom,overview,2020-07-19,24
K02000001,United Kingdom,overview,2020-07-18,31
K02000001,United Kingdom,overview,2020-07-17,34
K02000001,United Kingdom,overview,2020-07-16,21
K02000001,United Kingdom,overview,2020-07-15,41
K02000001,United Kingdom,overview,2020-07-14,42
K02000001,United Kingdom,overview,2020-07-13,45
K02000001,United Kingdom,overview,2020-07-12,32
K02000001,United Kingdom,overview,2020-07-11,38
K02000001,United Kingdom,overview,2020-07-10,44
K02000001,United Kingdom,overview,2020-07-09,61
K02000001,United Kingdom,overview,2020-07-08,47
K02000001,United Kingdom,overview,2020-07-07,43
K02000001,United Kingdom,overview,2020-07-06,54
K02000001,United Kingdom,overview,2020-07-05,52
K02000001,United Kingdom,overview,2020-07-04,52
K02000001,United Kingdom,overview,2020-07-03,48
K02000001,United Kingdom,overview,2020-07-02,61
K02000001,United Kingdom,overview,2020-07-01,54
K02000001,United Kingdom,overview,2020-06-30,81
K02000001,United Kingdom,overview,2020-06-29,69
K02000001,United Kingdom,overview,2020-06-28,71
K02000001,United Kingdom,overview,2020-06-27,73
K02000001,United Kingdom,overview,2020-06-26,79
K02000001,United Kingdom,overview,2020-06-25,108
K02000001,United Kingdom,overview,2020-06-24,101
K02000001,United Kingdom,overview,2020-06-23,97
K02000001,United Kingdom,overview,2020-06-22,83
K02000001,United Kingdom,overview,2020-06-21,80
K02000001,United Kingdom,overview,2020-06-20,87
K02000001,United Kingdom,overview,2020-06-19,88
K02000001,United Kingdom,overview,2020-06-18,90
K02000001,United Kingdom,overview,2020-06-17,105
K02000001,United Kingdom,overview,2020-06-16,120
K02000001,United Kingdom,overview,2020-06-15,107
K02000001,United Kingdom,overview,2020-06-14,136
K02000001,United Kingdom,overview,2020-06-13,101
K02000001,United Kingdom,overview,2020-06-12,135
K02000001,United Kingdom,overview,2020-06-11,121
K02000001,United Kingdom,overview,2020-06-10,166
K02000001,United Kingdom,overview,2020-06-09,137
K02000001,United Kingdom,overview,2020-06-08,161
K02000001,United Kingdom,overview,2020-06-07,163
K02000001,United Kingdom,overview,2020-06-06,151
K02000001,United Kingdom,overview,2020-06-05,184
K02000001,United Kingdom,overview,2020-06-04,183
K02000001,United Kingdom,overview,2020-06-03,203
K02000001,United Kingdom,overview,2020-06-02,233
K02000001,United Kingdom,overview,2020-06-01,199
K02000001,United Kingdom,overview,2020-05-31,195
K02000001,United Kingdom,overview,2020-05-30,219
K02000001,United Kingdom,overview,2020-05-29,254
K02000001,United Kingdom,overview,2020-05-28,288
K02000001,United Kingdom,overview,2020-05-27,282
K02000001,United Kingdom,overview,2020-05-26,300
K02000001,United Kingdom,overview,2020-05-25,279
K02000001,United Kingdom,overview,2020-05-24,281
K02000001,United Kingdom,overview,2020-05-23,284
K02000001,United Kingdom,overview,2020-05-22,300
K02000001,United Kingdom,overview,2020-05-21,342
K02000001,United Kingdom,overview,2020-05-20,353
K02000001,United Kingdom,overview,2020-05-19,372
K02000001,United Kingdom,overview,2020-05-18,407
K02000001,United Kingdom,overview,2020-05-17,377
K02000001,United Kingdom,overview,2020-05-16,419
K02000001,United Kingdom,overview,2020-05-15,421
K02000001,United Kingdom,overview,2020-05-14,465
K02000001,United Kingdom,overview,2020-05-13,454
K02000001,United Kingdom,overview,2020-05-12,441
K02000001,United Kingdom,overview,2020-05-11,428
K02000001,United Kingdom,overview,2020-05-10,494
K02000001,United Kingdom,overview,2020-05-09,539
K02000001,United Kingdom,overview,2020-05-08,569
K02000001,United Kingdom,overview,2020-05-07,631
K02000001,United Kingdom,overview,2020-05-06,627
K02000001,United Kingdom,overview,2020-05-05,642
K02000001,United Kingdom,overview,2020-05-04,676
K02000001,United Kingdom,overview,2020-05-03,662
K02000001,United Kingdom,overview,2020-05-02,705
K02000001,United Kingdom,overview,2020-05-01,786
K02000001,United Kingdom,overview,2020-04-30,780
K02000001,United Kingdom,overview,2020-04-29,817
K02000001,United Kingdom,overview,2020-04-28,801
K02000001,United Kingdom,overview,2020-04-27,866
K02000001,United Kingdom,overview,2020-04-26,894
K02000001,United Kingdom,overview,2020-04-25,919
K02000001,United Kingdom,overview,2020-04-24,1005
K02000001,United Kingdom,overview,2020-04-23,1038
K02000001,United Kingdom,overview,2020-04-22,1102
K02000001,United Kingdom,overview,2020-04-21,1085
K02000001,United Kingdom,overview,2020-04-20,1160
K02000001,United Kingdom,overview,2020-04-19,1122
K02000001,United Kingdom,overview,2020-04-18,1189
K02000001,United Kingdom,overview,2020-04-17,1272
K02000001,United Kingdom,overview,2020-04-16,1322
K02000001,United Kingdom,overview,2020-04-15,1276
K02000001,United Kingdom,overview,2020-04-14,1254
K02000001,United Kingdom,overview,2020-04-13,1232
K02000001,United Kingdom,overview,2020-04-12,1378
K02000001,United Kingdom,overview,2020-04-11,1365
K02000001,United Kingdom,overview,2020-04-10,1319
K02000001,United Kingdom,overview,2020-04-09,1375
K02000001,United Kingdom,overview,2020-04-08,1461
K02000001,United Kingdom,overview,2020-04-07,1293
K02000001,United Kingdom,overview,2020-04-06,1170
K02000001,United Kingdom,overview,2020-04-05,1220
K02000001,United Kingdom,overview,2020-04-04,1147
K02000001,United Kingdom,overview,2020-04-03,1061
K02000001,United Kingdom,overview,2020-04-02,1007
K02000001,United Kingdom,overview,2020-04-01,924
K02000001,United Kingdom,overview,2020-03-31,831
K02000001,United Kingdom,overview,2020-03-30,711
K02000001,United Kingdom,overview,2020-03-29,586
K02000001,United Kingdom,overview,2020-03-28,516
K02000001,United Kingdom,overview,2020-03-27,463
K02000001,United Kingdom,overview,2020-03-26,413
K02000001,United Kingdom,overview,2020-03-25,337
K02000001,United Kingdom,overview,2020-03-24,263
K02000001,United Kingdom,overview,2020-03-23,208
K02000001,United Kingdom,overview,2020-03-22,183
K02000001,United Kingdom,overview,2020-03-21,144
K02000001,United Kingdom,overview,2020-03-20,118
K02000001,United Kingdom,overview,2020-03-19,79
K02000001,United Kingdom,overview,2020-03-18,73
K02000001,United Kingdom,overview,2020-03-17,58
K02000001,United Kingdom,overview,2020-03-16,51
K02000001,United Kingdom,overview,2020-03-15,31
K02000001,United Kingdom,overview,2020-03-14,21
K02000001,United Kingdom,overview,2020-03-13,16
K02000001,United Kingdom,overview,2020-03-12,13
K02000001,United Kingdom,overview,2020-03-11,7
K02000001,United Kingdom,overview,2020-03-10,3
K02000001,United Kingdom,overview,2020-03-09,5
K02000001,United Kingdom,overview,2020-03-08,2
K02000001,United Kingdom,overview,2020-03-07,0
K02000001,United Kingdom,overview,2020-03-06,2
K02000001,United Kingdom,overview,2020-03-05,2
K02000001,United Kingdom,overview,2020-03-04,1
K02000001,United Kingdom,overview,2020-03-03,0
K02000001,United Kingdom,overview,2020-03-02,1
K02000001,United Kingdom,overview,2020-03-01,0
K02000001,United Kingdom,overview,2020-02-29,0
K02000001,United Kingdom,overview,2020-02-28,0
K02000001,United Kingdom,overview,2020-02-27,0
K02000001,United Kingdom,overview,2020-02-26,0
K02000001,United Kingdom,overview,2020-02-25,0
K02000001,United Kingdom,overview,2020-02-24,0
K02000001,United Kingdom,overview,2020-02-23,0
K02000001,United Kingdom,overview,2020-02-22,1
K02000001,United Kingdom,overview,2020-02-21,0
K02000001,United Kingdom,overview,2020-02-20,0
K02000001,United Kingdom,overview,2020-02-19,0
K02000001,United Kingdom,overview,2020-02-18,0
K02000001,United Kingdom,overview,2020-02-17,0
K02000001,United Kingdom,overview,2020-02-16,0
K02000001,United Kingdom,overview,2020-02-15,0
K02000001,United Kingdom,overview,2020-02-14,0
K02000001,United Kingdom,overview,2020-02-13,0
K02000001,United Kingdom,overview,2020-02-12,0
K02000001,United Kingdom,overview,2020-02-11,0
K02000001,United Kingdom,overview,2020-02-10,0
K02000001,United Kingdom,overview,2020-02-09,0
K02000001,United Kingdom,overview,2020-02-08,0
K02000001,United Kingdom,overview,2020-02-07,0
K02000001,United Kingdom,overview,2020-02-06,0
K02000001,United Kingdom,overview,2020-02-05,0
K02000001,United Kingdom,overview,2020-02-04,0
K02000001,United Kingdom,overview,2020-02-03,0
K02000001,United Kingdom,overview,2020-02-02,1
K02000001,United Kingdom,overview,2020-02-01,0
K02000001,United Kingdom,overview,2020-01-31,0
K02000001,United Kingdom,overview,2020-01-30,1
